old,new,batch,evidence
doNotUseDuplicatedFontName,settings_do_not_use_duplicated_font_name,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
do_not_restart_system_button,page_home_do_not_restart_system_button,page,app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt
do_not_show_again,common_do_not_show_again,common,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt;app\src\main\java\com\qimian233\ztool\screens\systemui\lockscreen\LockScreenSettingsScreen.kt
dock_Title,launcher_dock_title,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
download_info_format,system_update_download_info_format,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
download_link_copied,system_update_download_link_copied,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
dynamic_color_summary,page_settings_dynamic_color_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
dynamic_color_title,page_settings_dynamic_color_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
edl,page_home_edl,page,app\src\main\java\com\qimian233\ztool\viewmodel\HomeViewModel.kt
edl_confirm_message,page_home_edl_confirm_message,page,app\src\main\java\com\qimian233\ztool\viewmodel\HomeViewModel.kt
embedding_Title,settings_embedding_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
embedding_setting_removeBlacklist,settings_embedding_setting_remove_blacklist,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
embedding_setting_removeBlacklist_summary,settings_embedding_setting_remove_blacklist_summary,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
embedding_setting_title,settings_embedding_setting_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
enableDetailedLogging,page_settings_enable_detailed_logging,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
enableDetailedLoggingDescription,page_settings_enable_detailed_logging_description,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
enableHomePageYiyan,page_settings_enable_home_page_yiyan,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
enableHomePageYiyanSummary,page_settings_enable_home_page_yiyan_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
enable_floating_bottom_bar_blur_summary,page_settings_enable_floating_bottom_bar_blur_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
enable_floating_bottom_bar_blur_title,page_settings_enable_floating_bottom_bar_blur_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
enable_floating_bottom_bar_summary,page_settings_enable_floating_bottom_bar_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
enable_floating_bottom_bar_title,page_settings_enable_floating_bottom_bar_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
environmentState,page_home_environment_state,page,app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt
environment_ready,page_home_environment_ready,page,app\src\main\java\com\qimian233\ztool\data\home\HomeRepository.kt;app\src\main\java\com\qimian233\ztool\MainActivity.kt
environment_tap_to_refresh,page_home_environment_tap_to_refresh,page,app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt
error_copy_assets,common_error_copy_assets,common,app\src\main\java\com\qimian233\ztool\utils\MagiskModuleManager.java
error_copy_original_config,common_error_copy_original_config,common,app\src\main\java\com\qimian233\ztool\utils\EmbeddingConfigManager.java
error_create_temp_dir,common_error_create_temp_dir,common,app\src\main\java\com\qimian233\ztool\utils\EmbeddingConfigManager.java;app\src\main\java\com\qimian233\ztool\utils\MagiskModuleManager.java
error_message_prefix,system_ui_error_message_prefix,scope,app\src\main\java\com\qimian233\ztool\data\systemui\LockScreenSettingsRepository.kt
error_prefix,common_error_prefix,common,app\src\main\java\com\qimian233\ztool\data\systemui\ControlCenterSettingsRepository.kt;app\src\main\java\com\qimian233\ztool\data\systemui\StatusBarSettingsRepository.kt;app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
error_read_original_config,common_error_read_original_config,common,app\src\main\java\com\qimian233\ztool\utils\EmbeddingConfigManager.java
error_shell_command_failed,common_error_shell_command_failed,common,app\src\main\java\com\qimian233\ztool\utils\MagiskModuleManager.java;app\src\main\java\com\qimian233\ztool\utils\OvCommonConfigManager.java
error_title,common_error_title,common,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt;app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
error_update_module_config,common_error_update_module_config,common,app\src\main\java\com\qimian233\ztool\utils\EmbeddingConfigManager.java
example_copied_message,system_ui_common_example_copied_message,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt;app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
expand_qs_panel_portrait_summary,system_ui_control_center_expand_qs_panel_portrait_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
expand_qs_panel_portrait_title,system_ui_control_center_expand_qs_panel_portrait_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
export_logs,page_settings_export_logs,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
export_logs_failed,page_settings_export_logs_failed,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
export_logs_success,page_settings_export_logs_success,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
export_logs_summary,page_settings_export_logs_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
featuresFragment_title,page_features_title,page,app\src\main\java\com\qimian233\ztool\screens\features\FeaturesRoute.kt
features_all_filtered_warning,page_features_all_filtered_warning,page,app\src\main\java\com\qimian233\ztool\screens\features\FeaturesRoute.kt
features_app_list_permission_warning,page_features_app_list_permission_warning,page,app\src\main\java\com\qimian233\ztool\screens\features\FeaturesRoute.kt
fetching_firmware_info,system_update_fetching_firmware_info,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
final_confirmation_title,page_settings_final_confirmation_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
finish_config_button,settings_finish_config_button,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\floatingwindow\FloatingWindow.kt
firmware_download_link,system_update_firmware_download_link,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
firmware_extract_password,system_update_firmware_extract_password,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
firmware_first_upload_time,system_update_firmware_first_upload_time,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
firmware_last_update_time,system_update_firmware_last_update_time,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
firmware_platform_and_method,system_update_firmware_platform_and_method,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
firmware_platform_suffix,system_update_firmware_platform_suffix,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
firstrun_module_summary,page_firstrun_module_summary,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
firstrun_module_title,page_firstrun_module_title,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
firstrun_overlay_summary,page_firstrun_overlay_summary,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
firstrun_overlay_title,page_firstrun_overlay_title,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
firstrun_packages_summary,page_firstrun_packages_summary,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
firstrun_packages_title,page_firstrun_packages_title,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
firstrun_permissions_check_title,page_firstrun_permissions_check_title,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
firstrun_permissions_pending,page_firstrun_permissions_pending,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
firstrun_permissions_ready,page_firstrun_permissions_ready,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
firstrun_permissions_subtitle,page_firstrun_permissions_subtitle,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
firstrun_permissions_title,page_firstrun_permissions_title,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
firstrun_previous,page_firstrun_previous,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
firstrun_root_summary,page_firstrun_root_summary,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
firstrun_root_title,page_firstrun_root_title,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
firstrun_start,page_firstrun_start,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
firstrun_usage_summary,page_firstrun_usage_summary,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
firstrun_usage_title,page_firstrun_usage_title,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
flashAddedConfig,settings_flash_added_config,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
flash_failed_message,settings_flash_failed_message,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
flashed_configs_count,settings_flashed_configs_count,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
flashing_config,settings_flashing_config,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
floating_window_closed,settings_floating_window_closed,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
floating_window_started,settings_floating_window_started,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
fontDescription,settings_font_description,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
fontName,settings_font_name,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
font_author,common_font_author,common,app\src\main\java\com\qimian233\ztool\utils\FontInstallerManager.java
font_language,common_font_language,common,app\src\main\java\com\qimian233\ztool\utils\FontInstallerManager.java
font_preview_text,common_font_preview_text,common,app\src\main\java\com\qimian233\ztool\utils\FontInstallerManager.java
font_settings_title,settings_font_settings_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
force_fullscreen_pages,settings_force_fullscreen_pages,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\magicwindowsearch\searchPage.kt
force_on_off_animation,system_framework_force_on_off_animation,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
force_on_off_animation_summary,system_framework_force_on_off_animation_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
force_relative_app_freeform_title,system_framework_force_relative_app_freeform_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
force_stop_fail,launcher_force_stop_fail,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
force_stop_success,launcher_force_stop_success,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
force_stop_title,launcher_force_stop_title,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
format_help_clock_example_lunar,system_ui_status_bar_format_help_clock_example_lunar,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
format_help_clock_example_seconds,system_ui_status_bar_format_help_clock_example_seconds,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
format_help_clock_example_short,system_ui_status_bar_format_help_clock_example_short,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
format_help_clock_pattern_lunar,system_ui_status_bar_format_help_clock_pattern_lunar,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
format_help_clock_pattern_seconds,system_ui_status_bar_format_help_clock_pattern_seconds,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
format_help_clock_pattern_short,system_ui_status_bar_format_help_clock_pattern_short,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
format_help_date_example_full,system_ui_control_center_format_help_date_example_full,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
format_help_date_example_short,system_ui_control_center_format_help_date_example_short,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
format_help_date_example_time,system_ui_control_center_format_help_date_example_time,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
format_help_date_pattern_full,system_ui_control_center_format_help_date_pattern_full,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
format_help_date_pattern_short,system_ui_control_center_format_help_date_pattern_short,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
format_help_date_pattern_time,system_ui_control_center_format_help_date_pattern_time,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
format_help_day,system_ui_control_center_format_help_day,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
format_help_hour_24,system_ui_status_bar_format_help_hour_24,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
format_help_lunar_date,system_ui_common_format_help_lunar_date,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt;app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
format_help_minute,system_ui_status_bar_format_help_minute,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
format_help_month,system_ui_control_center_format_help_month,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
format_help_period,system_ui_status_bar_format_help_period,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
format_help_second,system_ui_status_bar_format_help_second,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
format_help_solar_term,system_ui_control_center_format_help_solar_term,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
format_help_weekday,system_ui_common_format_help_weekday,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt;app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
format_help_year,system_ui_control_center_format_help_year,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
framework,page_home_framework,page,app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt
framework_misc_title,system_framework_misc_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
framework_screen_and_display_title,system_framework_screen_and_display_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
frontend_style_material3,page_settings_frontend_style_material3,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
frontend_style_miuix,page_settings_frontend_style_miuix,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
frontend_style_title,page_settings_frontend_style_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
fun_title_function,package_installer_fun_title_function,scope,app\src\main\java\com\qimian233\ztool\screens\packageinstaller\PackageInstallerSettingsScreen.kt
function_title,game_tool_function_title,scope,app\src\main\java\com\qimian233\ztool\screens\gametool\GameToolSettingsScreen.kt
game_tool_app_description,game_tool_app_description,skip,app\src\main\java\com\qimian233\ztool\screens\features\FeaturesRoute.kt
game_tool_app_name,game_tool_app_name,skip,app\src\main\java\com\qimian233\ztool\navigation\ZToolNavHost.kt;app\src\main\java\com\qimian233\ztool\screens\features\FeaturesRoute.kt
global_search,launcher_global_search,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
got_it_button,settings_got_it_button,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
gotoFeaturePage,nav_features,nav,app\src\main\java\com\qimian233\ztool\navigation\ZToolDestinations.kt
gotoHomePage,nav_home,nav,app\src\main\java\com\qimian233\ztool\navigation\ZToolDestinations.kt
gotoSettingsPage,nav_settings,nav,app\src\main\java\com\qimian233\ztool\navigation\ZToolDestinations.kt
have_not_restart_warn,page_home_have_not_restart_warn,page,app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt
head_up_corner_radius,system_ui_control_center_head_up_corner_radius,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
hide_ota_update_hint,system_update_hide_ota_update_hint,scope,app\src\main\java\com\qimian233\ztool\data\keys\PreferenceKeys.kt;app\src\main\java\com\qimian233\ztool\hook\modules\setting\HideOtaUpdateHint.kt;app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
homeFragment_title,page_home_title,page,app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt
homepage_yiyan,page_home_homepage_yiyan,page,app\src\main\java\com\qimian233\ztool\data\home\HomeRepository.kt
http_error_prefix,system_ui_http_error_prefix,scope,app\src\main\java\com\qimian233\ztool\data\systemui\LockScreenSettingsRepository.kt
import_failed_title,settings_import_failed_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
import_font_summary,settings_import_font_summary,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
import_font_title,settings_import_font_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
import_success_message,settings_import_success_message,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
import_success_title,settings_import_success_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
importing_font,settings_importing_font,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
inputColumnNumberHere,launcher_input_column_number_here,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
inputRowNumberHere,launcher_input_row_number_here,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
input_font_info_title,settings_input_font_info_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
install_failed_message,settings_install_failed_message,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
install_module_first,settings_install_module_first,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
install_success_message,settings_install_success_message,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
installing_module,settings_installing_module,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
keep_rotation_enable_summary,system_framework_keep_rotation_enable_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
keep_rotation_enable_title,system_framework_keep_rotation_enable_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
kernelVersion,page_home_kernel_version,page,app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt
kernelsu_format,page_home_kernelsu_format,page,app\src\main\java\com\qimian233\ztool\data\home\HomeRepository.kt
launcher_app_description,launcher_app_description,skip,app\src\main\java\com\qimian233\ztool\screens\features\FeaturesRoute.kt
launcher_app_name,launcher_app_name,skip,app\src\main\java\com\qimian233\ztool\navigation\ZToolNavHost.kt;app\src\main\java\com\qimian233\ztool\screens\features\FeaturesRoute.kt
launcher_batch_uninstall,launcher_launcher_batch_uninstall,scope,app\src\main\java\com\qimian233\ztool\data\keys\PreferenceKeys.kt;app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
launcher_batch_uninstall_summary,launcher_launcher_batch_uninstall_summary,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
launcher_drawer_no_label_mode_summary,launcher_launcher_drawer_no_label_mode_summary,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
launcher_drawer_no_label_mode_title,launcher_launcher_drawer_no_label_mode_title,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
launcher_hide_blue_point_title,launcher_launcher_hide_blue_point_title,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
launcher_no_label_mode_summary,launcher_launcher_no_label_mode_summary,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
launcher_no_label_mode_title,launcher_launcher_no_label_mode_title,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
left_transparent_activities,settings_left_transparent_activities,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\magicwindowsearch\searchPage.kt
letter_spacing_title,system_ui_status_bar_letter_spacing_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
list_item_format,settings_list_item_format,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\magicwindowsearch\searchPage.kt
loading,common_loading,common,app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt;app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt;app\src\main\java\com\qimian233\ztool\ui\components\LoadingDialog.kt
loadingUserAPP,common_loading_user_app,common,app\src\main\java\com\qimian233\ztool\utils\AppChooserDialog.kt
loading_ellipsis,system_update_loading_ellipsis,scope,app\src\main\java\com\qimian233\ztool\data\ota\OtaSettingsRepository.kt;app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
lock_screen_settings_title_suffix,system_ui_lock_screen_title_suffix,scope,app\src\main\java\com\qimian233\ztool\navigation\ZToolNavHost.kt
log_service_require_manual_restart,common_log_service_require_manual_restart,common,app\src\main\java\com\qimian233\ztool\MainActivity.kt
log_settings_title,page_settings_log_settings_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
lsposed_log_sync_failed,common_lsposed_log_sync_failed,common,app\src\main\java\com\qimian233\ztool\utils\LogUtils.kt
lsposed_standard_format,page_home_lsposed_standard_format,page,app\src\main\java\com\qimian233\ztool\data\home\HomeRepository.kt
magisk_su_format,page_home_magisk_su_format,page,app\src\main\java\com\qimian233\ztool\data\home\HomeRepository.kt
main_activity_info,settings_main_activity_info,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\magicwindowsearch\searchPage.kt
manual_color_summary,page_settings_manual_color_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
manual_color_title,page_settings_manual_color_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
manual_seed_color_error,page_settings_manual_seed_color_error,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
manual_seed_color_summary,page_settings_manual_seed_color_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
manual_seed_color_title,page_settings_manual_seed_color_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
material_color_spec_2021,page_settings_material_color_spec_2021,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
material_color_spec_2025,page_settings_material_color_spec_2025,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
material_color_spec_title,page_settings_material_color_spec_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
material_palette_mode_content,page_settings_material_palette_mode_content,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
material_palette_mode_expressive,page_settings_material_palette_mode_expressive,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
material_palette_mode_fidelity,page_settings_material_palette_mode_fidelity,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
material_palette_mode_fruit_salad,page_settings_material_palette_mode_fruit_salad,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
material_palette_mode_mono_chrome,page_settings_material_palette_mode_mono_chrome,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
material_palette_mode_neutral,page_settings_material_palette_mode_neutral,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
material_palette_mode_rainbow,page_settings_material_palette_mode_rainbow,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
material_palette_mode_title,page_settings_material_palette_mode_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
material_palette_mode_tonal_spot,page_settings_material_palette_mode_tonal_spot,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
material_palette_mode_vibrant,page_settings_material_palette_mode_vibrant,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
misc,settings_misc,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
mobile_desktop_app_description,mobile_desktop_app_description,skip,app\src\main\java\com\qimian233\ztool\screens\features\FeaturesRoute.kt
mobile_desktop_app_name,mobile_desktop_app_name,skip,app\src\main\java\com\qimian233\ztool\navigation\ZToolNavHost.kt;app\src\main\java\com\qimian233\ztool\screens\features\FeaturesRoute.kt
module_active,page_home_module_active,page,app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt
module_config_tips,settings_module_config_tips,scope,app\src\main\java\com\qimian233\ztool\data\settings\MagicWindowSearchRepository.kt
